0	EA_vs_SHE_eV	hpg_hier	EA vs SHE (eV)
0	EA_vs_SHE_eV	wdmpnn	EA vs SHE (eV)
0	EA_vs_SHE_eV	hpg_hier_octamer	EA vs SHE (eV)
0	EA_vs_SHE_eV	hpg_hier_junction	EA vs SHE (eV)
0	IP_vs_SHE_eV	hpg_hier	IP vs SHE (eV)
0	IP_vs_SHE_eV	wdmpnn	IP vs SHE (eV)
0	IP_vs_SHE_eV	hpg_hier_octamer	IP vs SHE (eV)
0	IP_vs_SHE_eV	hpg_hier_junction	IP vs SHE (eV)
1	EA_vs_SHE_eV	hpg_hier	EA vs SHE (eV)
1	EA_vs_SHE_eV	wdmpnn	EA vs SHE (eV)
1	EA_vs_SHE_eV	hpg_hier_octamer	EA vs SHE (eV)
1	EA_vs_SHE_eV	hpg_hier_junction	EA vs SHE (eV)
1	IP_vs_SHE_eV	hpg_hier	IP vs SHE (eV)
1	IP_vs_SHE_eV	wdmpnn	IP vs SHE (eV)
1	IP_vs_SHE_eV	hpg_hier_octamer	IP vs SHE (eV)
1	IP_vs_SHE_eV	hpg_hier_junction	IP vs SHE (eV)
2	EA_vs_SHE_eV	hpg_hier	EA vs SHE (eV)
2	EA_vs_SHE_eV	wdmpnn	EA vs SHE (eV)
2	EA_vs_SHE_eV	hpg_hier_octamer	EA vs SHE (eV)
2	EA_vs_SHE_eV	hpg_hier_junction	EA vs SHE (eV)
2	IP_vs_SHE_eV	hpg_hier	IP vs SHE (eV)
2	IP_vs_SHE_eV	wdmpnn	IP vs SHE (eV)
2	IP_vs_SHE_eV	hpg_hier_octamer	IP vs SHE (eV)
2	IP_vs_SHE_eV	hpg_hier_junction	IP vs SHE (eV)
3	EA_vs_SHE_eV	hpg_hier	EA vs SHE (eV)
3	EA_vs_SHE_eV	wdmpnn	EA vs SHE (eV)
3	EA_vs_SHE_eV	hpg_hier_octamer	EA vs SHE (eV)
3	EA_vs_SHE_eV	hpg_hier_junction	EA vs SHE (eV)
3	IP_vs_SHE_eV	hpg_hier	IP vs SHE (eV)
3	IP_vs_SHE_eV	wdmpnn	IP vs SHE (eV)
3	IP_vs_SHE_eV	hpg_hier_octamer	IP vs SHE (eV)
3	IP_vs_SHE_eV	hpg_hier_junction	IP vs SHE (eV)
4	EA_vs_SHE_eV	hpg_hier	EA vs SHE (eV)
4	EA_vs_SHE_eV	wdmpnn	EA vs SHE (eV)
4	EA_vs_SHE_eV	hpg_hier_octamer	EA vs SHE (eV)
4	EA_vs_SHE_eV	hpg_hier_junction	EA vs SHE (eV)
4	IP_vs_SHE_eV	hpg_hier	IP vs SHE (eV)
4	IP_vs_SHE_eV	wdmpnn	IP vs SHE (eV)
4	IP_vs_SHE_eV	hpg_hier_octamer	IP vs SHE (eV)
4	IP_vs_SHE_eV	hpg_hier_junction	IP vs SHE (eV)
5	EA_vs_SHE_eV	hpg_hier	EA vs SHE (eV)
5	EA_vs_SHE_eV	wdmpnn	EA vs SHE (eV)
5	EA_vs_SHE_eV	hpg_hier_octamer	EA vs SHE (eV)
5	EA_vs_SHE_eV	hpg_hier_junction	EA vs SHE (eV)
5	IP_vs_SHE_eV	hpg_hier	IP vs SHE (eV)
5	IP_vs_SHE_eV	wdmpnn	IP vs SHE (eV)
5	IP_vs_SHE_eV	hpg_hier_octamer	IP vs SHE (eV)
5	IP_vs_SHE_eV	hpg_hier_junction	IP vs SHE (eV)
6	EA_vs_SHE_eV	hpg_hier	EA vs SHE (eV)
6	EA_vs_SHE_eV	wdmpnn	EA vs SHE (eV)
6	EA_vs_SHE_eV	hpg_hier_octamer	EA vs SHE (eV)
6	EA_vs_SHE_eV	hpg_hier_junction	EA vs SHE (eV)
6	IP_vs_SHE_eV	hpg_hier	IP vs SHE (eV)
6	IP_vs_SHE_eV	wdmpnn	IP vs SHE (eV)
6	IP_vs_SHE_eV	hpg_hier_octamer	IP vs SHE (eV)
6	IP_vs_SHE_eV	hpg_hier_junction	IP vs SHE (eV)
7	EA_vs_SHE_eV	hpg_hier	EA vs SHE (eV)
7	EA_vs_SHE_eV	wdmpnn	EA vs SHE (eV)
7	EA_vs_SHE_eV	hpg_hier_octamer	EA vs SHE (eV)
7	EA_vs_SHE_eV	hpg_hier_junction	EA vs SHE (eV)
7	IP_vs_SHE_eV	hpg_hier	IP vs SHE (eV)
7	IP_vs_SHE_eV	wdmpnn	IP vs SHE (eV)
7	IP_vs_SHE_eV	hpg_hier_octamer	IP vs SHE (eV)
7	IP_vs_SHE_eV	hpg_hier_junction	IP vs SHE (eV)
8	EA_vs_SHE_eV	hpg_hier	EA vs SHE (eV)
8	EA_vs_SHE_eV	wdmpnn	EA vs SHE (eV)
8	EA_vs_SHE_eV	hpg_hier_octamer	EA vs SHE (eV)
8	EA_vs_SHE_eV	hpg_hier_junction	EA vs SHE (eV)
8	IP_vs_SHE_eV	hpg_hier	IP vs SHE (eV)
8	IP_vs_SHE_eV	wdmpnn	IP vs SHE (eV)
8	IP_vs_SHE_eV	hpg_hier_octamer	IP vs SHE (eV)
8	IP_vs_SHE_eV	hpg_hier_junction	IP vs SHE (eV)
