fold,target,y_true,y_pred,lambda,norm_mix,norm_int,ratio
1,IP vs SHE (eV),2.426360607147217,2.371614933013916,0.05382981151342392,0.2476646453142166,1.921334147453308,7.757804870605469
1,IP vs SHE (eV),2.3728690147399902,2.371614933013916,0.05382981151342392,0.2476646453142166,1.921334147453308,7.757804870605469
1,IP vs SHE (eV),2.4078428745269775,2.371614933013916,0.05382981151342392,0.2476646453142166,1.921334147453308,7.757804870605469
1,IP vs SHE (eV),2.1019182205200195,2.319615125656128,0.05377519130706787,0.24991077184677124,1.9089292287826538,7.638442516326904
1,IP vs SHE (eV),2.1269094944000244,2.319615125656128,0.05377519130706787,0.24991077184677124,1.9089292287826538,7.638442516326904
1,IP vs SHE (eV),2.098881483078003,2.319615125656128,0.05377519130706787,0.24991077184677124,1.9089292287826538,7.638442516326904
1,IP vs SHE (eV),-0.19949695467948914,-0.6623047590255737,0.03497431054711342,0.5777759552001953,2.7978689670562744,4.842480659484863
1,IP vs SHE (eV),-0.4334219694137573,-0.6623047590255737,0.03497431054711342,0.5777759552001953,2.7978689670562744,4.842480659484863
1,IP vs SHE (eV),-0.2842774987220764,-0.6623047590255737,0.03497431054711342,0.5777759552001953,2.7978689670562744,4.842480659484863
1,IP vs SHE (eV),0.8127015233039856,0.48736533522605896,0.0497448705136776,0.18206436932086945,0.6225870847702026,3.419598340988159
1,IP vs SHE (eV),0.6709378957748413,0.48736533522605896,0.0497448705136776,0.18206436932086945,0.6225870847702026,3.419598340988159
1,IP vs SHE (eV),0.7811301350593567,0.48736533522605896,0.0497448705136776,0.18206436932086945,0.6225870847702026,3.419598340988159
1,IP vs SHE (eV),2.5672831535339355,2.385267734527588,0.05449031665921211,0.2897312045097351,2.1472973823547363,7.411343097686768
1,IP vs SHE (eV),2.489727020263672,2.385267734527588,0.05449031665921211,0.2897312045097351,2.1472973823547363,7.411343097686768
1,IP vs SHE (eV),2.5221033096313477,2.385267734527588,0.05449031665921211,0.2897312045097351,2.1472973823547363,7.411343097686768
1,IP vs SHE (eV),1.0129598379135132,0.3917531669139862,0.04827973246574402,0.22873957455158234,0.6111003160476685,2.671598434448242
1,IP vs SHE (eV),1.0591762065887451,0.3917531669139862,0.04827973246574402,0.22873957455158234,0.6111003160476685,2.671598434448242
1,IP vs SHE (eV),1.0199822187423706,0.3917531669139862,0.04827973246574402,0.22873957455158234,0.6111003160476685,2.671598434448242
1,IP vs SHE (eV),0.11139291524887085,0.29565125703811646,0.048914458602666855,0.30811572074890137,0.9743720889091492,3.1623575687408447
1,IP vs SHE (eV),-0.08135662227869034,0.29565125703811646,0.048914458602666855,0.30811572074890137,0.9743720889091492,3.1623575687408447
1,IP vs SHE (eV),0.039404187351465225,0.29565125703811646,0.048914458602666855,0.30811572074890137,0.9743720889091492,3.1623575687408447
1,IP vs SHE (eV),0.6332969069480896,0.6068297624588013,0.0506281740963459,0.2408543974161148,0.6530059576034546,2.7112061977386475
1,IP vs SHE (eV),0.0628073662519455,0.6068297624588013,0.0506281740963459,0.2408543974161148,0.6530059576034546,2.7112061977386475
1,IP vs SHE (eV),0.42879387736320496,0.6068297624588013,0.0506281740963459,0.2408543974161148,0.6530059576034546,2.7112061977386475
1,IP vs SHE (eV),0.3837246000766754,1.039900779724121,0.051477838307619095,0.2401708960533142,0.6439741849899292,2.681316375732422
1,IP vs SHE (eV),0.35868746042251587,1.039900779724121,0.051477838307619095,0.2401708960533142,0.6439741849899292,2.681316375732422
1,IP vs SHE (eV),0.38856473565101624,1.039900779724121,0.051477838307619095,0.2401708960533142,0.6439741849899292,2.681316375732422
1,IP vs SHE (eV),2.0968363285064697,1.5349435806274414,0.05285494402050972,0.1448664516210556,1.2293665409088135,8.486205101013184
1,IP vs SHE (eV),1.8573306798934937,1.5349435806274414,0.05285494402050972,0.1448664516210556,1.2293665409088135,8.486205101013184
1,IP vs SHE (eV),1.9700417518615723,1.5349435806274414,0.05285494402050972,0.1448664516210556,1.2293665409088135,8.486205101013184
1,IP vs SHE (eV),-0.47208231687545776,0.9168404340744019,0.048725537955760956,0.3830488920211792,1.0955045223236084,2.8599600791931152
1,IP vs SHE (eV),-1.7209539413452148,0.9168404340744019,0.048725537955760956,0.3830488920211792,1.0955045223236084,2.8599600791931152
1,IP vs SHE (eV),-1.1621265411376953,0.9168404340744019,0.048725537955760956,0.3830488920211792,1.0955045223236084,2.8599600791931152
1,IP vs SHE (eV),-0.31238535046577454,-0.48584774136543274,0.04231129586696625,0.3517330288887024,1.5868051052093506,4.511390686035156
1,IP vs SHE (eV),-0.7924104928970337,-0.48584774136543274,0.04231129586696625,0.3517330288887024,1.5868051052093506,4.511390686035156
1,IP vs SHE (eV),-0.5508363246917725,-0.48584774136543274,0.04231129586696625,0.3517330288887024,1.5868051052093506,4.511390686035156
1,IP vs SHE (eV),0.34501588344573975,-0.2539485991001129,0.04415903240442276,0.34266096353530884,1.3448076248168945,3.9246010780334473
1,IP vs SHE (eV),0.2552025318145752,-0.2539485991001129,0.04415903240442276,0.34266096353530884,1.3448076248168945,3.9246010780334473
1,IP vs SHE (eV),0.33676719665527344,-0.2539485991001129,0.04415903240442276,0.34266096353530884,1.3448076248168945,3.9246010780334473
1,IP vs SHE (eV),2.023195266723633,2.0818564891815186,0.053178757429122925,0.21055443584918976,1.6898390054702759,8.025662422180176
1,IP vs SHE (eV),1.977440595626831,2.0818564891815186,0.053178757429122925,0.21055443584918976,1.6898390054702759,8.025662422180176
1,IP vs SHE (eV),2.023993492126465,2.0818564891815186,0.053178757429122925,0.21055443584918976,1.6898390054702759,8.025662422180176
1,IP vs SHE (eV),1.547358751296997,1.8183372020721436,0.0541355200111866,0.2227732390165329,1.0623672008514404,4.768827438354492
1,IP vs SHE (eV),1.4693794250488281,1.8183372020721436,0.0541355200111866,0.2227732390165329,1.0623672008514404,4.768827438354492
1,IP vs SHE (eV),1.526398777961731,1.8183372020721436,0.0541355200111866,0.2227732390165329,1.0623672008514404,4.768827438354492
1,IP vs SHE (eV),-0.4019542336463928,-0.5510793924331665,0.03862564265727997,0.4318007826805115,1.920032024383545,4.446568965911865
1,IP vs SHE (eV),-0.7372848987579346,-0.5510793924331665,0.03862564265727997,0.4318007826805115,1.920032024383545,4.446568965911865
1,IP vs SHE (eV),-0.5419976115226746,-0.5510793924331665,0.03862564265727997,0.4318007826805115,1.920032024383545,4.446568965911865
1,IP vs SHE (eV),1.7781834602355957,2.511070966720581,0.06040393188595772,0.4770325720310211,2.9083120822906494,6.096673965454102
1,IP vs SHE (eV),1.824493169784546,2.511070966720581,0.06040393188595772,0.4770325720310211,2.9083120822906494,6.096673965454102
1,IP vs SHE (eV),1.7947304248809814,2.511070966720581,0.06040393188595772,0.4770325720310211,2.9083120822906494,6.096673965454102
1,IP vs SHE (eV),0.8015404939651489,1.0340336561203003,0.05138527229428291,0.11885480582714081,0.877225935459137,7.380651473999023
1,IP vs SHE (eV),0.6874254941940308,1.0340336561203003,0.05138527229428291,0.11885480582714081,0.877225935459137,7.380651473999023
1,IP vs SHE (eV),0.694571852684021,1.0340336561203003,0.05138527229428291,0.11885480582714081,0.877225935459137,7.380651473999023
1,IP vs SHE (eV),2.2827303409576416,2.2852089405059814,0.054387375712394714,0.25763294100761414,1.9024057388305664,7.384171009063721
1,IP vs SHE (eV),2.2407448291778564,2.2852089405059814,0.054387375712394714,0.25763294100761414,1.9024057388305664,7.384171009063721
1,IP vs SHE (eV),2.252563953399658,2.2852089405059814,0.054387375712394714,0.25763294100761414,1.9024057388305664,7.384171009063721
1,IP vs SHE (eV),1.032497763633728,1.8923026323318481,0.05182306095957756,0.5584881901741028,3.963860273361206,7.097482681274414
1,IP vs SHE (eV),1.0214247703552246,1.8923026323318481,0.05182306095957756,0.5584881901741028,3.963860273361206,7.097482681274414
1,IP vs SHE (eV),1.0344481468200684,1.8923026323318481,0.05182306095957756,0.5584881901741028,3.963860273361206,7.097482681274414
1,IP vs SHE (eV),2.8143019676208496,2.803285598754883,0.054955724626779556,0.3688018023967743,2.7511613368988037,7.459728717803955
1,IP vs SHE (eV),2.5960402488708496,2.803285598754883,0.054955724626779556,0.3688018023967743,2.7511613368988037,7.459728717803955
1,IP vs SHE (eV),2.736539125442505,2.803285598754883,0.054955724626779556,0.3688018023967743,2.7511613368988037,7.459728717803955
1,IP vs SHE (eV),-0.15624627470970154,-0.432770699262619,0.044458385556936264,0.4239421784877777,1.569427490234375,3.7019848823547363
1,IP vs SHE (eV),-0.9620161056518555,-0.432770699262619,0.044458385556936264,0.4239421784877777,1.569427490234375,3.7019848823547363
1,IP vs SHE (eV),-0.4192279577255249,-0.432770699262619,0.044458385556936264,0.4239421784877777,1.569427490234375,3.7019848823547363
