fold,target,y_true,y_pred,lambda,norm_mix,norm_int,ratio
3,EA vs SHE (eV),-0.45253950357437134,-0.4641880393028259,0.04871044307947159,0.1712529957294464,1.4978677034378052,8.746519088745117
3,EA vs SHE (eV),0.011052252724766731,-0.4641880393028259,0.04871044307947159,0.1712529957294464,1.4978677034378052,8.746519088745117
3,EA vs SHE (eV),-0.21795783936977386,-0.4641880393028259,0.04871044307947159,0.1712529957294464,1.4978677034378052,8.746519088745117
3,EA vs SHE (eV),0.17867118120193481,-0.1985149085521698,0.049819499254226685,0.1834750473499298,1.638476014137268,8.930237770080566
3,EA vs SHE (eV),0.34780970215797424,-0.1985149085521698,0.049819499254226685,0.1834750473499298,1.638476014137268,8.930237770080566
3,EA vs SHE (eV),0.24016538262367249,-0.1985149085521698,0.049819499254226685,0.1834750473499298,1.638476014137268,8.930237770080566
3,EA vs SHE (eV),-0.17375390231609344,-0.18408417701721191,0.05174299702048302,0.18710829317569733,2.5183191299438477,13.459152221679688
3,EA vs SHE (eV),0.05584657937288284,-0.18408417701721191,0.05174299702048302,0.18710829317569733,2.5183191299438477,13.459152221679688
3,EA vs SHE (eV),-0.07304783165454865,-0.18408417701721191,0.05174299702048302,0.18710829317569733,2.5183191299438477,13.459152221679688
3,EA vs SHE (eV),-0.16350328922271729,-0.3189621865749359,0.05229409411549568,0.2171614021062851,1.7308787107467651,7.970470905303955
3,EA vs SHE (eV),0.04908470809459686,-0.3189621865749359,0.05229409411549568,0.2171614021062851,1.7308787107467651,7.970470905303955
3,EA vs SHE (eV),-0.08085258305072784,-0.3189621865749359,0.05229409411549568,0.2171614021062851,1.7308787107467651,7.970470905303955
3,EA vs SHE (eV),0.05925076827406883,-0.3011760711669922,0.049084197729825974,0.1755983978509903,1.8700106143951416,10.649359703063965
3,EA vs SHE (eV),0.12042532861232758,-0.3011760711669922,0.049084197729825974,0.1755983978509903,1.8700106143951416,10.649359703063965
3,EA vs SHE (eV),0.10384819656610489,-0.3011760711669922,0.049084197729825974,0.1755983978509903,1.8700106143951416,10.649359703063965
3,EA vs SHE (eV),0.08107075095176697,0.0816115140914917,0.04598655924201012,0.36570408940315247,2.821955919265747,7.716500759124756
3,EA vs SHE (eV),0.13592201471328735,0.0816115140914917,0.04598655924201012,0.36570408940315247,2.821955919265747,7.716500759124756
3,EA vs SHE (eV),0.09801842272281647,0.0816115140914917,0.04598655924201012,0.36570408940315247,2.821955919265747,7.716500759124756
